code	url	creator	created_t	last_modified_t	product_name	abbreviated_product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	brand_owner	ecoscore_score_fr	ecoscore_grade_fr	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	-soluble-fiber_100g	-insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
8001120120168	https://world.openfoodfacts.org/product/8001120120168	kiliweb	1607969556	1621164090	Riso originiario							Coop	coop	Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Semi, Cereali e i loro prodotti, Semi di cereale, Riso	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices	Italy	en:italy											Italy																	1	b		Cereals and potatoes	Cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded				en:rices	https://static.openfoodfacts.org/images/products/800/112/012/0168/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/800/112/012/0168/front_it.3.200.jpg	https://static.openfoodfacts.org/images/products/800/112/012/0168/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/800/112/012/0168/front_it.3.200.jpg			https://static.openfoodfacts.org/images/products/800/112/012/0168/nutrition_it.39.400.jpg	https://static.openfoodfacts.org/images/products/800/112/012/0168/nutrition_it.39.200.jpg		340	1423		1	0.2																																			78	0									0.9			6.1				0	0																																												1								
8000430030143	https://world.openfoodfacts.org/product/8000430030143	kiliweb	1518978142	1621159078	Bio stracchino biologico			100 g	Plastica	plastica		Vallelata	vallelata	Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Cream cheeses,Stracchino,it:Formaggio fresco	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:cream-cheeses,en:stracchino,it:formaggio-fresco	Italy	en:italy	Italia	italia	Organic	en:organic							France,Italy	25g di cui Zuccheri 2f0g Proteine 14g 17g sale 0,75 g	en:milk	en:milk			serving	0		0		0			0			11	d		Milk and dairy products	Cheese	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				it:formaggio-fresco	https://static.openfoodfacts.org/images/products/800/043/003/0143/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/nutrition_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/800/043/003/0143/nutrition_fr.14.200.jpg		289	1209		25	17																																			2	2												14				0.75	0.3																																												11								
8001120747228	https://world.openfoodfacts.org/product/8001120747228	telperion87	1591337632	1621152345	Lenticchie giganti biologiche			400 g	plastica	plastica		Vivi Verde,Coop,agria	vivi-verde,coop,agria	Cibi e bevande a base vegetale, Cibi a base vegetale, Legumi ed i loro prodotti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products	Italia	en:italy	Agria S.p.A., Via Torricelli 20-22, San Giuseppe Vesuviano (NA) Italia	agria-s-p-a,via-torricelli-20-22,san-giuseppe-vesuviano-na-italia	Organic, EU Organic, IT-BIO-007 , en:it-bio-006	en:organic,en:eu-organic,en:it-bio-006,en:it-bio-007					Italia	Coop	Italia	LENTICCHIE GIGANTI SECCHE			en:gluten	en:gluten	50g	50		0		0			0			-6	a		Cereals and potatoes	Legumes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:legumes-and-their-products	https://static.openfoodfacts.org/images/products/800/112/074/7228/front_it.24.400.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/front_it.24.200.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/front_it.24.400.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/front_it.24.200.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/ingredients_it.14.400.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/ingredients_it.14.200.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/nutrition_it.43.400.jpg	https://static.openfoodfacts.org/images/products/800/112/074/7228/nutrition_it.43.200.jpg		332	1389		1	0.2																																			51	1.8									14			23				0	0	0																																											-6								
8001790062003	https://world.openfoodfacts.org/product/8001790062003	openfoodfacts-contributors	1582476033	1621150106	Latte fieno fresco di montagna intero			1000 ml	Brick, HDPE	brick,hdpe		Mila	mila	Dairies, Milks, Whole milks	en:dairies,en:milks,en:whole-milks	Alto Adige,Italia	en:italy,en:alto-adige	Bolzano, Italia	bolzano,italia	FSC	en:fsc	IT 41-7 CE,FSC-C081801	it-41-7-ec,fsc-c081801					Italia						1000ml	1000										1	b		Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded				en:whole-milks	https://static.openfoodfacts.org/images/products/800/179/006/2003/front_en.27.400.jpg	https://static.openfoodfacts.org/images/products/800/179/006/2003/front_en.27.200.jpg	https://static.openfoodfacts.org/images/products/800/179/006/2003/front_en.27.400.jpg	https://static.openfoodfacts.org/images/products/800/179/006/2003/front_en.27.200.jpg			https://static.openfoodfacts.org/images/products/800/179/006/2003/nutrition_en.65.400.jpg	https://static.openfoodfacts.org/images/products/800/179/006/2003/nutrition_en.65.200.jpg		67	280		3.6	2.5																																			5.1	4.9												3.5				0.1	0.04																					0.12																							1								
8001250120076	https://world.openfoodfacts.org/product/8001250120076	pamputt	1411254378	1621104144	Linguine n° 7			500 g	Sachet plastique,packung(en),Produkt,05-PP,en:pp film-packet	sachet-plastique,packung-en,produkt,05-pp,en-pp-film-packet		De Cecco,Sainsbury’s	de-cecco,sainsbury-s	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pastas,Durum wheat pasta,Linguine	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:dry-pastas,en:durum-wheat-pasta,en:linguine	United States,Italy	en:united-states,en:italy	Italia	italia	Made in Italy,STP-CE-PC-AGRO 38	en:made-in-italy,en:stp-ce-pc-agro-38					Brétigny-sur-Orge,France,Italy	Auchan,Magasins U,Delhaize	Belgium,France,Germany,Italy	PASTA DI SEMOLA DI _GRANO_ DURO	en:gluten	en:gluten	en:soybeans	en:soybeans				0		0			0			-4	a	1	Cereals and potatoes	Cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:linguine	https://static.openfoodfacts.org/images/products/800/125/012/0076/front_it.87.400.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/front_it.87.200.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/front_it.87.400.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/front_it.87.200.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/ingredients_it.76.400.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/ingredients_it.76.200.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/nutrition_it.89.400.jpg	https://static.openfoodfacts.org/images/products/800/125/012/0076/nutrition_it.89.200.jpg	1490	351	1490		1.5	0.3																																			69	3.4									2.9			14				0	0																																												-4								
8002795001424	https://world.openfoodfacts.org/product/8002795001424	mitoita	1420706521	1621098777	Latte intero microfiltrato UHT		Latte intero	1 l				Sterilgarda	sterilgarda	Latticini, Latte, Latte omogenizzato, Latte UHT, Latte intero	en:dairies,en:milks,en:homogenized-milks,en:uht-milks,en:whole-milks	Italia	en:italy	Castiglione delle Stiviere,Mantova,Italia,Lombardia	castiglione-delle-stiviere,mantova,italia,lombardia			IT 03 74 EC	it-03-74-ec			Tirana,Albania	Conad	Albania, Francia, Italia	latte	en:milk	en:milk			serving			0		0			0			1	b	1	Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded				en:whole-milks	https://static.openfoodfacts.org/images/products/800/279/500/1424/front_it.8.400.jpg	https://static.openfoodfacts.org/images/products/800/279/500/1424/front_it.8.200.jpg	https://static.openfoodfacts.org/images/products/800/279/500/1424/front_it.8.400.jpg	https://static.openfoodfacts.org/images/products/800/279/500/1424/front_it.8.200.jpg			https://static.openfoodfacts.org/images/products/800/279/500/1424/nutrition_it.9.400.jpg	https://static.openfoodfacts.org/images/products/800/279/500/1424/nutrition_it.9.200.jpg		65	272		3.6	2.5																																			5	5									0			3.3				0.1	0.04																					0.12																							1								
8000633020705	https://world.openfoodfacts.org/product/8000633020705	kiliweb	1607158293	1621092147	Latte parzialmente scremato							Unes	unes	Dairies,Milks,Semi-skimmed milks	en:dairies,en:milks,en:semi-skimmed-milks	Italy	en:italy											Italy																	0	b		Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded				en:semi-skimmed-milks	https://static.openfoodfacts.org/images/products/800/063/302/0705/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/800/063/302/0705/front_it.3.200.jpg	https://static.openfoodfacts.org/images/products/800/063/302/0705/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/800/063/302/0705/front_it.3.200.jpg			https://static.openfoodfacts.org/images/products/800/063/302/0705/nutrition_it.5.400.jpg	https://static.openfoodfacts.org/images/products/800/063/302/0705/nutrition_it.5.200.jpg		49	205		1.6	1.1																																			5.2	5.2												3.4				0.1	0.04																																												0								
8009655000245	https://world.openfoodfacts.org/product/8009655000245	moon-rabbit	1535664299	1621078664	Uova bio			220 g				Tedaldi	tedaldi	Prodotti agricoli, Uova, Labeled eggs, Labeled products, Organic eggs	en:farming-products,en:eggs,it:labeled-eggs,it:labeled-products,it:organic-eggs	Italia	en:italy			Biologico, Biologico UE 	en:organic,en:eu-organic					Venezia,Italia	Conad	Italia	Uova biologiche								0		0			0			0	b		Fish Meat Eggs	Eggs	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				it:organic-eggs	https://static.openfoodfacts.org/images/products/800/965/500/0245/front_it.15.400.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/front_it.15.200.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/front_it.15.400.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/front_it.15.200.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/ingredients_it.8.400.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/ingredients_it.8.200.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/nutrition_it.34.400.jpg	https://static.openfoodfacts.org/images/products/800/965/500/0245/nutrition_it.34.200.jpg	533	128	533		8.7	3.2																																			0	0									0			12.4				0.3	0.12																																												0								
8020053504159	https://world.openfoodfacts.org/product/8020053504159	kiliweb	1619890302	1621077754	Miele di tiglio							Mondo Natura	mondo-natura	Spreads,Breakfasts,Bee products,Farming products,Sweet spreads,Sweeteners,Honeys,it:Miele di tiglio	en:spreads,en:breakfasts,en:bee-products,en:farming-products,en:sweet-spreads,en:sweeteners,en:honeys,en:linden-honeys	Italy	en:italy											Italy																				Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded				en:linden-honeys	https://static.openfoodfacts.org/images/products/802/005/350/4159/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/802/005/350/4159/front_it.3.200.jpg	https://static.openfoodfacts.org/images/products/802/005/350/4159/front_it.3.400.jpg	https://static.openfoodfacts.org/images/products/802/005/350/4159/front_it.3.200.jpg																																																																																																																			
8003561250497	https://world.openfoodfacts.org/product/8003561250497	openfoodfacts-contributors	1617277626	1621073751	Burger quinoa e pesto di basilico			110g×2				zerbinati	zerbinati	Panini, Hamburger vegetali	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:sandwiches,en:breads,en:buns,en:veggie-burgers	Italia	en:italy	borgo San Martino AL	borgo-san-martino-al	senza glutine, senza soia	en:senza-glutine,en:senza-soia					Italia	euro spin	en:Italy	Patate, acqua, fagiolini, farina di pisello giallo, olio extravergine di oliva 5%, quinoa 5%, erbette, piselli gialli, sedano, porri, cipolle, fibre vegetali (fibra di bamboo, fibra di psyllium, fibra di agrumi), lievito alimentare, basilico 1%, sale, spezie. Può contenere tracce di frutta a guscio. Confezionato in atmosfera protettiva.		en:celery	en:nuts	en:nuts	110g	110		0		0			0			-2	a	3	Cereals and potatoes	Bread	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:veggie-burgers	https://static.openfoodfacts.org/images/products/800/356/125/0497/front_it.26.400.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/front_it.26.200.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/front_it.26.400.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/front_it.26.200.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/ingredients_it.7.400.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/ingredients_it.7.200.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/nutrition_it.28.400.jpg	https://static.openfoodfacts.org/images/products/800/356/125/0497/nutrition_it.28.200.jpg		196	820		8	1																																			19.7	1.3									7.5			6.7				1.24	0.496																																												-2								
8022327000152	https://world.openfoodfacts.org/product/8022327000152	aatanor	1550299121	1621023383	Salvagno Col Zaccaria			1 litro	bottiglia	bottiglia		Salvagno	salvagno	Cibi e bevande a base vegetale, Cibi a base vegetale, Grassi, Prodotti dell'ulivo, Grassi vegetali, Olio vegetale, Olio di oliva, Olio extra vergine di oliva	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils,en:virgin-olive-oils,en:extra-virgin-olive-oils	Italia	en:italy	Nesente di Valpantena VR	nesente-di-valpantena-vr							Italia	Salvagno	en:IT	OLIO NLIVA DI CATEGORIA SUPERIORE OTTENUTO direTTAMENTE DALLE OLIVE E UNICAMENTE medIANTE PROCEDIMENTI MECCANICI o LIO EXTRA VERGINE DI OLIVA								0		0			0			6	c		Fat and sauces	Fats	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:extra-virgin-olive-oils	https://static.openfoodfacts.org/images/products/802/232/700/0152/front_it.14.400.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/front_it.14.200.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/front_it.14.400.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/front_it.14.200.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/ingredients_it.7.400.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/ingredients_it.7.200.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/nutrition_it.19.400.jpg	https://static.openfoodfacts.org/images/products/802/232/700/0152/nutrition_it.19.200.jpg		824	3448		91.6	13.5																																			0	0												0				0	0																																												6								
8076809536721	https://world.openfoodfacts.org/product/8076809536721	stefano	1418036042	1621012666	RITORNELLI Biscotti frollini con cacao e mandorle		Biscotti frollini con cacao e mandorle	700 g	sacchetto,cartone,carta	sacchetto,cartone,carta		Mulino bianco,barilla	mulino-bianco,barilla	Snack, Snack dolci, Biscotti e torte, Biscotti, Frollini	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies	Italia	en:italy	Italia	italia									Francia,Italia	wheat flour, sugar, vegetable fat, butter, fresh eggs, biscuit grains with armenian almonds 3,9% (sugar, wheat flour, armenians love 10,6% corresponding to 0,4% on the finished product, egg whites, yeast agents ( ammonium acid carbonate , sodium acid carbonate), aroma) cocoa 2%, almonds 1,3%, honey, yeast agents (carbonate ammonium acid, sodium acid carbonate, monopotassic tart ) , aroma salt,  products highlighted as allergens: wheat flour, butter, fresh eggs, bitter armelline, egg white, almonds,	en:gluten,en:nuts	en:eggs,en:gluten,en:milk,en:nuts	en:nuts,en:peanuts,en:sesame-seeds,en:soybeans	en:nuts,en:peanuts,en:sesame-seeds,en:soybeans	12,2 g	12.2		2	en:e500,en:e500ii,en:e502	0			0			16	d	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:shortbread-cookies	https://static.openfoodfacts.org/images/products/807/680/953/6721/front.12.400.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/front.12.200.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/front.12.400.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/front.12.200.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/ingredients.8.400.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/ingredients.8.200.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/nutrition.10.400.jpg	https://static.openfoodfacts.org/images/products/807/680/953/6721/nutrition.10.200.jpg		480	2008		21	6.9																																			64.3	28.5									2.5			6.8				0.4	0.16																																												16								
8025916205334	https://world.openfoodfacts.org/product/8025916205334	jlopez	1613284517	1621008478	Latte			1 lt	tetrapak	tetrapak		Todis	todis	Latticini, Latte, Latte intero	en:dairies,en:milks,en:whole-milks	Italia	en:italy			en:it-bio-009	en:organic,en:eu-organic,en:it-bio-009							en:Italy	LATTE MICROFILTRATO PASTORIZZATO OMOGENEIZZATO BIOLOGICO INTERO ORIGINE DEL LATTE: ITALIA. Le aziende agricole italiane da cui proviene il nostro latte BI0 sono state selezionate accuratamente e sottoposte a ispezioni periodiche per garantire un costante alto livello di qualità. 1000ml e nl E Organismo di controllo autorizzato dal MIPAAF IT BIO 009 Agricoltura ITALIA Operatore controllato n. AB83								0		0			0			1	b		Milk and dairy products	Milk and yogurt	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded				en:whole-milks	https://static.openfoodfacts.org/images/products/802/591/620/5334/front_en.11.400.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/front_en.11.200.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/front_en.11.400.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/front_en.11.200.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/ingredients_en.5.400.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/ingredients_en.5.200.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/nutrition_en.7.400.jpg	https://static.openfoodfacts.org/images/products/802/591/620/5334/nutrition_en.7.200.jpg	271	65	271		3.6	2.6																																			4.8	4.8									0			3.3				0.13	0.052																																												1								
