,product_name,allergens_tags,additives_tags,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,main_category,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,starch_100g,polyols_100g,fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g
667,le patatine,0,0,11.0,d,unknown,unknown,en:chips-and-fries,0.0,506.0,2117.0,0.0,28.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.9,0.0,0.0,4.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,le petit beurre,"en:gluten,en:milk","en:e322,en:e322i,en:e330,en:e450,en:e500,en:e503",22.0,e,Sugary snacks,Biscuits and cakes,es:galletas-con-tableta-de-chocolate-negro,2142.0,511.0,2142.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,36.0,0.0,0.0,4.3,6.9,0.0,0.0,0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,le petit beurre tablette - chocolat blanc,"en:gluten,en:milk","en:e322,en:e322i,en:e330,en:e450,en:e500,en:e503",27.0,e,Sugary snacks,Biscuits and cakes,en:biscuit-with-a-chocolate-bar-covering,2084.0,497.0,2084.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,41.0,0.0,0.0,1.5,5.8,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,le uettes,0,0,2.0,b,Cereals and potatoes,Bread,en:baguettes,0.0,248.0,1038.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.5,0.0,0.0,2.5,8.5,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,le verdurine salsina di pomodoro,en:celery,0,3.0,c,Fat and sauces,Dressings and sauces,en:tomato-sauces,0.0,125.0,523.0,0.0,5.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.1,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,lenticchie,0,0,-3.0,a,Cereals and potatoes,Legumes,en:lentils,373.0,89.0,373.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.4,0.0,0.0,4.2,5.0,0.0,0.0,0.7,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,"life bio formaggio, curcuma e zenzero 60 grammi","en:milk,en:mustard,en:soybeans",0,13.0,d,unknown,unknown,en:snacks,2150.0,515.0,2150.0,0.0,25.0,4.0,7.0,14.5,1.5,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,2.5,6.5,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0
27,lime intense dark cioccolato fondente com lim,"en:milk,en:soybeans",0,26.0,e,Sugary snacks,Chocolate products,en:extra-fine-dark-chocolates,2161.0,519.0,2161.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,linea con fermenti lattici vivi,0,0,9.0,c,Milk and dairy products,Cheese,en:cow-cheeses,0.0,221.0,925.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.6,0.0,0.0,0.0,13.0,0.0,0.0,0.65,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,lo yogurt,"en:gluten,en:milk,en:nuts",0,7.0,c,Milk and dairy products,Milk and yogurt,en:yogurts,0.0,98.0,410.0,0.0,11.5,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.8,0.0,0.0,0.1,0.25,0.0,0.0,0.14,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,loacker fondente dark noir,0,0,22.0,e,unknown,unknown,it:wafers-al-cioccolato,0.0,499.0,2088.0,0.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,26.0,0.0,0.0,0.0,7.9,0.0,0.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,loving cacao magro amaro,0,0,-1.0,a,unknown,unknown,it:cacao-amaro,0.0,300.0,1255.0,0.0,11.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6,0.0,0.0,29.6,23.0,0.0,0.0,0.08,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,lughurt stracciatella,en:lupin,en:e14xx,7.0,c,Sugary snacks,Sweets,en:soy-milk-yogurts,0.0,135.0,565.0,0.0,5.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.5,1.5,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,lune nuove integrali con gocce di cioccolato,0,"en:e503,en:e503ii",15.0,d,Sugary snacks,Biscuits and cakes,en:chocolate-biscuits,0.0,457.0,1912.0,0.0,15.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,26.8,0.0,0.0,0.8,8.7,0.0,0.0,0.58,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,luxury cookie triple chocolate,"en:eggs,en:gluten","en:e336,en:e471,en:e500,en:e500i",24.0,e,Sugary snacks,Biscuits and cakes,en:chocolate-and-hazelnut-cookies,2031.0,485.0,2031.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,35.0,0.0,0.0,0.0,6.4,0.0,0.0,0.24,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,l’irresistibile,0,0,4.0,c,unknown,unknown,it:yogurt-al-pistacchio,0.0,148.0,619.0,0.0,5.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,17.5,0.0,0.0,0.0,4.7,0.0,0.0,0.14,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,m&m's peanut,"en:milk,en:peanuts,en:soybeans","en:e100,en:e120,en:e133,en:e1400,en:e160a,en:e160e,en:e170,en:e322,en:e322i,en:e414,en:e903",26.0,e,Sugary snacks,Sweets,en:chocolate-covered-peanuts,2157.0,512.0,2157.0,0.0,25.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,53.3,0.0,0.0,0.0,9.7,0.0,0.0,0.09,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,maccheroncini al ragu,0,0,2.0,b,Cereals and potatoes,Cereals,it:pasta-box,0.0,178.0,745.0,0.0,5.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.9,0.0,0.0,0.0,6.6,0.0,0.0,0.76,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,macedonia di frutti di bosco sciroppati,0,0,1.0,b,Fruits and vegetables,Fruits,en:fruits-in-syrup,453.0,0.0,453.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,24.38,0.0,0.0,0.0,0.6,0.0,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,macedonia essiccata,0,0,7.0,c,Fruits and vegetables,Dried fruits,en:dried-fruits,0.0,248.0,1038.0,0.0,3.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,38.3,0.0,0.0,0.0,1.1,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,magnum almond,"en:milk,en:nuts","en:e160a,en:e407,en:e410,en:e412,en:e442,en:e471,en:e476",20.0,e,Milk and dairy products,Ice cream,en:ice-creams,0.0,329.0,1377.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,0.0,0.0,0.0,4.8,0.0,0.0,0.13,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,magretti,"en:eggs,en:gluten","en:e450,en:e450i,en:e500,en:e500ii,en:e503,en:e503ii",10.0,c,Sugary snacks,Biscuits and cakes,en:biscuits,0.0,434.0,1816.0,0.0,10.8,1.2,8.0,1.6,0.0,0.0,0.0,0.0,0.0,75.0,21.5,0.0,0.0,3.5,7.5,0.0,0.0,0.85,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,maionese calvè raffinata,"en:eggs,en:mustard","en:e160a,en:e160ai,en:e385,en:e415",16.0,d,Fat and sauces,Dressings and sauces,en:mayonnaises,0.0,474.0,1983.0,0.0,52.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.4,0.0,0.0,0.5,0.8,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,maionese carrefour,0,en:e270,21.0,e,Fat and sauces,Dressings and sauces,en:mayonnaises,2683.0,0.0,2683.0,0.0,71.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.0,0.0,0.6,1.0,0.0,0.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,maionese light,0,"en:e202,en:e270,en:e330",16.0,d,Fat and sauces,Dressings and sauces,en:mayonnaises,0.0,498.0,2084.0,0.0,52.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.1,0.0,0.0,0.0,0.9,0.0,0.0,1.04,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,maionese riso,0,0,20.0,e,Fat and sauces,Dressings and sauces,en:sauces,0.0,660.0,2761.0,0.0,71.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,maionese senza uova,0,"en:e202,en:e270",17.0,d,Fat and sauces,Dressings and sauces,en:mayonnaises,0.0,530.0,2218.0,0.0,56.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.4,0.0,0.0,0.5,0.6,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,mais snack bio,0,0,11.0,d,unknown,unknown,en:salty-snacks,0.0,456.0,1908.0,0.0,14.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,0.3,0.0,0.0,0.0,6.4,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,mais tostato salato,0,0,9.0,c,Salty snacks,Nuts,en:roasted-nuts,1778.0,425.0,1778.0,0.0,11.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.5,0.0,0.0,4.3,6.7,0.0,0.0,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,mandorle sgusciate e pelate,en:nuts,0,-4.0,a,Salty snacks,Nuts,en:almonds,0.0,606.0,2536.0,0.0,53.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.4,0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,mandorle sgusciate tostate,0,0,7.0,c,Fruits and vegetables,Dried fruits,en:dried-fruits,0.0,603.0,2523.0,0.0,49.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,5.1,0.0,0.0,8.5,26.1,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,marie al profumo di vaniglia,"en:gluten,en:milk",0,18.0,d,Sugary snacks,Biscuits and cakes,en:biscuits,1910.0,457.0,1910.0,0.0,14.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,25.3,0.0,0.0,2.4,8.7,0.0,0.0,1.125,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,marmellata di arance con cannella biologica,0,0,8.0,c,Sugary snacks,Sweets,en:orange-marmalades,0.0,248.0,1038.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,marmellata di arancia di ribera dop,0,0,13.0,d,Sugary snacks,Sweets,en:marmalades,0.0,244.0,1021.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,marmellata di mandarini di sicilia,0,0,8.0,c,Sugary snacks,Sweets,en:citrus-jams,0.0,253.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,marmellata zero zuccheri aggiunti,0,"en:e420,en:e420ii,en:e960",-6.0,a,Sugary snacks,Sweets,en:apricot-jams,0.0,44.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.9,0.0,0.0,1.9,0.5,0.0,0.0,0.09,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,marronata,0,0,4.0,c,Sugary snacks,Sweets,en:fruit-and-vegetable-preserves,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,0.0,0.0,5.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,mayonnaise kraft,en:mustard,"en:e14xx,en:e160a,en:e160ai,en:e160c,en:e270",19.0,e,Fat and sauces,Dressings and sauces,en:mayonnaises,0.0,651.0,2724.0,0.0,71.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,menta zero,0,0,10.0,c,unknown,unknown,it:succo-di-menta,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,mentos,0,0,15.0,d,Sugary snacks,Sweets,en:bonbons,0.0,390.0,1632.0,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,meraner,0,"en:e250,en:e262,en:e301,en:e331,en:e412",15.0,d,Fish Meat Eggs,Meat,en:meats,0.0,221.0,925.0,0.0,18.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,14.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,merende con gocce di choccolato,0,en:e336,12.0,d,Sugary snacks,Biscuits and cakes,en:chocolate-biscuits,0.0,453.0,1895.0,0.0,17.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,19.0,0.0,0.0,2.3,7.7,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,meritene,0,en:e160a,18.0,d,unknown,unknown,it:integratore,0.0,355.0,1485.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,51.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,mermellata,0,0,13.0,d,Sugary snacks,Sweets,en:fruit-and-vegetable-preserves,0.0,252.0,1054.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,59.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,mezzelune vegane,0,0,-2.0,a,Composite foods,One-dish meals,en:tortelloni,0.0,220.0,920.0,0.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,4.1,6.4,0.0,0.0,0.81,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,miesmuscheln,0,0,1.0,b,Fish Meat Eggs,Fish and seafood,en:seafood,0.0,162.0,678.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,mikado chocolat au lait,"en:gluten,en:milk,en:soybeans","en:e322,en:e322i,en:e503",22.0,e,Sugary snacks,Biscuits and cakes,en:stick-biscuits-covered-with-chocolate,0.0,479.0,2004.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,35.0,0.0,0.0,3.3,6.8,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,minestrone classico,0,0,-4.0,a,Fruits and vegetables,Soups,en:vegetable-soups,0.0,45.0,188.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.9,0.0,0.0,3.2,2.6,0.0,0.0,0.04,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,minestrone con verdure,0,0,1.0,b,Composite foods,One-dish meals,en:minestrone-soups,0.0,39.0,163.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.4,0.0,0.0,1.5,1.5,0.0,0.0,0.49,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,mini burge vegan broccoli e kale,"en:celery,en:soybeans",en:e202,0.0,b,unknown,unknown,it:vegan-burgers,0.0,238.0,996.0,0.0,15.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.3,0.0,0.0,3.5,11.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
