,product_name,allergens_tags,additives_tags,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,main_category,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,starch_100g,polyols_100g,fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g
551,cioccolato svizzero 75% cacao,0,0,16.0,d,Sugary snacks,Chocolate products,en:dark-chocolates,0.0,587.0,2456.0,0.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,0.0,0.0,12.0,8.8000001907349,0.0,0.0,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,cioco,"en:gluten,en:milk,en:soybeans","en:e450,en:e450i,en:e500,en:e500ii",17.0,d,Sugary snacks,Biscuits and cakes,en:chocolate-biscuits,0.0,462.0,1933.0,0.0,20.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,20.3,0.0,0.0,10.4,8.1,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,cioko crispy,0,0,12.0,d,unknown,unknown,it:cereali-senza-glutine,0.0,384.0,1607.0,0.0,2.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,27.2,0.0,0.0,2.3,5.4,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,cipolle all'aceto di vino,en:sulphur-dioxide-and-sulphites,en:e330,11.0,d,Salty snacks,Salty and fatty products,en:plant-based-pickles,136.0,32.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.1,0.0,0.0,0.0,1.0,0.0,0.0,2.3,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,cipolline,"it:metabisolfito-di-potassio,it:metabisolfito-di-potassio","en:e224,en:e330",2.0,b,Fruits and vegetables,Vegetables,en:onions,217.0,0.0,217.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.6,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,coca-cola sans caffeine,0,0,15.0,e,Beverages,Sweetened beverages,en:colas,0.0,44.0,184.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,coca-cola zero,it:fenilalanina,"en:e150d,en:e290,en:e331,en:e331iii,en:e338",1.0,b,Beverages,Artificially sweetened beverages,en:sweetened-beverages,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,coco pops barchette gr,en:gluten,en:e101,13.0,d,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,0.0,381.0,1594.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,29.0,0.0,0.0,0.0,9.0,0.0,0.0,0.78,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,coco pops palline,0,"en:e500,en:e500ii",9.0,c,Cereals and potatoes,Cereals,en:canned-cereals,1632.0,385.0,1632.0,0.0,2.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,26.0,0.0,0.0,3.8,6.1,0.0,0.0,0.73,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,coconut,0,"en:e412,en:e415,en:e418",0.0,b,Beverages,Plant-based milk substitutes,en:coconut-milks,85.0,20.0,85.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.9,0.0,0.0,0.1,0.1,0.0,0.0,0.13,0.052,0.0,0.0,0.0,7.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-07,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,colcuore,0,0,15.0,d,Sugary snacks,Biscuits and cakes,en:biscuits-and-cakes,0.0,447.0,1870.0,0.0,16.5,1.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,25.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,colfiorito snack pronto da mangiare,"en:nuts,en:peanuts",0,-1.0,a,unknown,unknown,en:snacks,2007.0,481.0,2007.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,colomba,"en:eggs,en:gluten,en:milk,en:nuts,en:soybeans,it:burro",en:e471,23.0,e,sugary-snacks,pastries,it:prodotto-dolciario,1728.0,412.0,1728.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,28.9,0.0,0.0,0.0,9.4,0.0,0.0,0.54,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,colomba classica s-budget,"en:gluten,en:nuts","en:e220,en:e330,en:e471",16.0,d,unknown,unknown,it:dolce-da-ricorrenza,1620.0,0.0,1620.0,0.0,14.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,28.0,0.0,0.0,2.2,6.8,0.0,0.0,0.64,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,composta di fragola,0,0,5.0,c,Sugary snacks,Sweets,en:strawberry-jams,0.0,147.0,615.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.1,0.7,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,composta frutta&frutta pesche,0,"en:e330,en:e440",6.0,c,Sugary snacks,Sweets,en:peach-jams,0.0,163.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,2.4,0.5,0.0,0.0,0.06,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,conchiglie rigate,0,0,-4.0,a,Cereals and potatoes,Cereals,en:durum-wheat-pasta,1534.0,362.0,1534.0,0.0,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,2.9,0.0,0.0,2.9,12.5,0.0,0.0,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,condiriso wurstel,en:celery,"en:e250,en:e300,en:e301,en:e330,en:e331,en:e412,en:e450",8.0,c,unknown,unknown,en:condiments,0.0,126.0,527.0,0.0,12.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,0.0,0.0,1.2,0.0,0.0,1.51,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,confettura extra di albicocche,0,"en:e330,en:e440",11.0,d,Sugary snacks,Sweets,it:frutti-di-frutta,898.0,211.0,898.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,confettura extra di ciliegie,0,0,12.0,d,Sugary snacks,Sweets,en:fruit-and-vegetable-preserves,0.0,247.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,1.5,0.9,0.0,0.0,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,confettura extra di fichi,0,"en:e330,en:e440",10.0,c,Sugary snacks,Sweets,en:figs-jams,0.0,210.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,0.0,1.2,0.8,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,confettura extra lamponi,0,"en:e300,en:e330,en:e440",7.0,c,Sugary snacks,Sweets,en:jams,0.0,203.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,confettura fragole,0,0,11.0,d,Sugary snacks,Sweets,en:strawberry-jams,0.0,241.0,1008.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,confettura mirtilli,0,"en:e202,en:e420,en:e420ii,en:e440,en:e950,en:e955",0.0,b,unknown,unknown,it:marmellata,0.0,48.0,201.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,5.3,0.0,0.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,contorno gran delizia,en:soybeans,0,-5.0,a,fruits-and-vegetables,vegetables,en:frozen-vegetables,0.0,56.0,234.0,0.0,1.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.9,0.0,0.0,2.5,1.2,0.0,0.0,0.48,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,contorno misto di verdure,0,0,-7.0,a,fruits-and-vegetables,vegetables,en:frozen-vegetables,0.0,28.444444444444,119.0,0.0,0.13333333863152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333,0.88888888888889,0.0,0.0,2.5,0.97777779897053,0.0,0.0,0.02222225,0.0088889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,cookies choco,"en:eggs,en:gluten,en:milk,en:soybeans","en:e322,en:e322i,en:e450,en:e500,en:e503",25.0,e,Sugary snacks,Biscuits and cakes,en:chocolate-chip-cookies,2069.0,495.0,2069.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.0,0.0,0.0,3.5,5.5,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,cordon bleu de poulet,"en:gluten,en:milk,fr:fromages-au-lait","en:e250,en:e316,en:e330,en:e331,en:e331iii,en:e407",11.0,d,Composite foods,One-dish meals,fr:cordons-bleus-de-poulet,1054.0,253.0,1054.0,0.0,17.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.1,12.0,0.0,0.0,1.6,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,corn flakes classico,0,0,14.0,d,Cereals and potatoes,Breakfast cereals,en:corn-flakes,0.0,381.0,1594.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,8.7,0.0,0.0,0.0,8.0,0.0,0.0,2.1,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,cornetti integrali  con miele,"en:gluten,en:soybeans",en:e440,11.0,d,sugary-snacks,pastries,en:filled-croissants,1538.0,368.0,1538.0,0.0,16.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0,0.0,0.0,8.0,5.9,0.0,0.0,0.38,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,cornetti integrali futti bosco,en:gluten,"en:e330,en:e440",11.0,d,sugary-snacks,pastries,en:croissant-filled-with-jam,1601.0,383.0,1601.0,0.0,17.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,21.0,0.0,0.0,8.4,6.2,0.0,0.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,cornetto con pesca,en:gluten,"en:e202,en:e330,en:e420,en:e440,en:e471",13.0,d,sugary-snacks,pastries,en:croissant-filled-with-jam,1567.0,373.0,1567.0,0.0,14.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,23.4,0.0,0.0,1.5,5.7,0.0,0.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,cornflakes,en:gluten,en:e101,9.0,c,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,0.0,376.0,1573.0,0.0,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4,6.0,0.0,0.0,4.4,6.3,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,costa d'oro vitapiù 5 oli,0,0,10.0,c,Fat and sauces,Fats,en:vegetable-oils,3404.0,828.0,3404.0,0.0,92.0,9.0,55.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,cotolette vegetali,"en:celery,en:soybeans",0,0.0,b,unknown,unknown,en:plant-based-foods,0.0,255.0,1067.0,0.0,12.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.6,0.0,0.0,2.9,13.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,cr7 drive,0,"en:e330,en:e331,en:e340",21.0,e,Beverages,Sweetened beverages,en:supplement,0.0,385.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,66.7,0.0,0.0,3.7,0.0,0.0,0.0,1.04,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,cracker dolci mela e cannella,en:eggs,"en:e330,en:e331,en:e422,en:e440,en:e450,en:e450i,en:e503",15.0,d,Sugary snacks,Biscuits and cakes,en:biscuits,1677.0,397.0,1677.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,40.0,0.0,0.0,3.0,6.0,0.0,0.0,0.7,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,cracker magretti,en:gluten,0,10.0,c,Composite foods,One-dish meals,en:starters,0.0,378.0,1582.0,0.0,1.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,2.0,0.0,0.0,4.0,11.6,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,cracker misura iposale con riso soffiato,"en:gluten,en:sesame-seeds","en:e503,en:e503ii",-2.0,a,Composite foods,One-dish meals,en:starters,1848.0,0.0,1848.0,0.0,11.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,0.0,0.0,3.6,12.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"cracker salati, senza granelli di sale in superficie",en:gluten,"en:e500,en:e500ii",8.0,c,Composite foods,One-dish meals,en:starters,0.0,439.0,1837.0,0.0,13.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.5,0.0,0.0,4.8,10.0,0.0,0.0,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,crackers balance cereals,0,0,11.0,d,Composite foods,One-dish meals,en:starters,0.0,424.0,1774.0,0.0,13.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.8,0.0,0.0,4.9,32.0,0.0,0.0,2.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,crackers con riso fatto e sesamo,0,0,12.0,d,Composite foods,One-dish meals,en:starters,0.0,427.0,1787.0,0.0,12.3,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4,0.69,0.0,0.0,4.7,10.3,0.0,0.0,2.37,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,crackers integrali misura,en:gluten,"en:e300,en:e450,en:e450i,en:e500,en:e500ii,en:e503,en:e503ii",8.0,c,Composite foods,One-dish meals,en:starters,1727.0,0.0,1727.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.4,0.0,0.0,12.0,13.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,crackets,0,0,15.0,d,Composite foods,One-dish meals,en:starters,0.0,429.0,1795.0,0.0,11.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.3,0.0,0.0,0.0,9.8,0.0,0.0,2.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,crauti al naturale,0,0,3.0,c,Composite foods,One-dish meals,en:sauerkrauts,0.0,22.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.5,0.0,0.0,2.4,1.3,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,crem nuar,0,0,18.0,d,Sugary snacks,Sweets,en:hazelnut-spreads,0.0,494.0,2067.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,36.0,0.0,0.0,6.2,7.7,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,crema bicolore,"en:milk,en:nuts,it:nocciola",0,25.0,e,Sugary snacks,Sweets,en:hazelnut-spreads,0.0,572.0,2393.0,0.0,36.1,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,58.4,0.0,0.0,1.4,2.2,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,crema con zucchine e patate,0,0,-1.0,a,Fruits and vegetables,Soups,en:cream-of-vegetable-soups,102.0,24.0,102.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,0.0,0.0,1.5,1.8,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,crema di carciofi,0,"en:e300,en:e330",7.0,c,Fat and sauces,Dressings and sauces,fr:pesto-d-artichauts,0.0,199.0,833.0,0.0,20.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.9,0.0,0.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,crema di nocciole e cacao,en:sesame-seeds,0,11.0,d,Sugary snacks,Sweets,en:cocoa-and-hazelnuts-spreads,2391.0,576.0,2391.0,0.0,41.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,0.0,0.0,9.4,11.0,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
