product_name,categoria,packaging_tags,categories_tags,labels_tags,allergens_tags,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,energy_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-d_100g,vitamin-e_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,pantothenic-acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,iodine_100g
pomodori bio,Verdura,"conserve,metal,fer,40,boite","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:tomatoes-and-their-products,en:tomatoes,en:canned-tomatoes,en:peeled-tomatoes","en:organic,en:eu-organic,en:it-bio-007,en:made-in-italy",0,0.0,0,-6.0,a,1.0,Fruits and vegetables,Vegetables,en:peeled-tomatoes,96.0,0.2,0.0,0.0,0.0,0.0,3.6,3.2,1.2,1.4,0.07,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomodori essiccati,Verdura,bocal-verre,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:dried-products,en:tomatoes-and-their-products,en:dried-plant-based-foods,en:dried-vegetables,en:dried-tomatoes,en:dried-tomato-in-oil",0,0,0.0,0,3.0,c,3.0,Fruits and vegetables,Vegetables,en:dried-tomato-in-oil,1000.0,18.0,2.0,0.0,0.0,0.0,11.0,11.0,9.0,4.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomodori essiccati biologici,Verdura,"vetro,metallo","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:dried-products,en:tomatoes-and-their-products,en:dried-plant-based-foods,en:dried-vegetables,en:dried-tomatoes,en:dried-tomato-in-oil",en:organic,0,2.0,"en:e300,en:e330",3.0,c,3.0,Fruits and vegetables,Vegetables,en:dried-tomato-in-oil,796.0,14.0,1.6,0.0,0.0,0.0,9.2,7.3,8.6,3.1,5.4,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomodori secchi a filetti,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:dried-products,en:tomatoes-and-their-products,en:dried-plant-based-foods,en:dried-vegetables,en:dried-tomatoes",en:made-in-italy,0,1.0,en:e330,0.0,b,3.0,Fruits and vegetables,Vegetables,en:dried-tomatoes,895.0,12.0,1.3,0.0,0.0,0.0,12.0,12.0,11.0,8.1,2.8,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomodorini pugliesi,Verdura,"vetro,metallo","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:dried-products,en:tomatoes-and-their-products,en:dried-plant-based-foods,en:tomatoes,en:canned-tomatoes,en:dried-vegetables,en:dried-tomatoes","en:organic,en:eu-organic,en:eg-oko-verordnung",0,0.0,0,10.0,c,3.0,Fruits and vegetables,Vegetables,en:dried-tomatoes,1384.0,35.0,4.1,0.0,0.0,0.0,4.0,4.0,1.0,1.8,2.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomodorino ciliegino secco,Verdura,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:dried-products,en:tomatoes-and-their-products,en:dried-plant-based-foods,en:dried-vegetables,en:dried-tomatoes",0,0,0.0,0,4.0,c,1.0,Fruits and vegetables,Vegetables,en:dried-tomatoes,598.0,1.9,1.0,0.0,0.0,0.0,15.0,12.5,0.0,7.2,13.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
porchetta arrosto,Carne,0,"en:meats,en:prepared-meats,en:porchetta",0,0,0.0,0,23.0,e,0.0,Fish Meat Eggs,Processed meat,en:porchetta,1343.0,25.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.8,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preparato per risotto di mare,Pesce,0,"en:seafood,en:fishes,en:fish-preparations",0,"en:eggs,en:gluten,en:soybeans",5.0,"en:e160c,en:e223,en:e301,en:e451,en:e621",-3.0,a,4.0,Fish Meat Eggs,Fish and seafood,en:fish-preparations,255.0,1.6,0.3,0.0,0.0,0.0,1.4,0.3,0.0,10.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prezzemolo tritato congelato,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables","en:organic,en:eu-organic,en:it-bio-004",0,0.0,0,-12.0,a,0.0,fruits-and-vegetables,vegetables,en:frozen-vegetables,134.0,0.6,0.0,0.0,0.0,0.0,0.5,0.0,5.0,3.7,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto arrosto,Carne,0,"en:meats,en:prepared-meats,en:hams,en:white-hams",0,0,4.0,"en:e250,en:e301,en:e407,en:e451",13.0,d,4.0,Fish Meat Eggs,Processed meat,en:white-hams,544.0,7.6,3.2,0.0,0.0,0.0,2.0,1.0,0.0,13.5,2.1,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto alta qualità,Carne,0,"en:meats,en:prepared-meats,en:hams,en:white-hams",0,0,0.0,0,14.0,d,0.0,Fish Meat Eggs,Processed meat,en:white-hams,2046.0,3.2,1.8,0.0,0.0,0.0,0.8,0.7,0.0,21.0,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto aromatizzato,Carne,plastica,"en:meats,en:prepared-meats,en:hams,en:white-hams","en:low-or-no-fat,en:low-fat",0,2.0,"en:e250,en:e301",3.0,c,4.0,Fish Meat Eggs,Processed meat,en:white-hams,456.0,1.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto di vignola,Carne,plastica,"en:meats,en:prepared-meats,en:hams,en:white-hams",0,0,2.0,"en:e250,en:e301",12.0,d,4.0,Fish Meat Eggs,Processed meat,en:white-hams,674.0,9.0,3.6,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto magro,Carne,0,"en:meats,en:prepared-meats,en:hams",en:no-gluten,0,2.0,"en:e250,en:e301",4.0,c,4.0,Fish Meat Eggs,Processed meat,en:hams,418.0,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto scelto,Carne,0,"en:meats,en:prepared-meats,en:hams,en:white-hams",0,0,0.0,0,4.0,c,0.0,Fish Meat Eggs,Processed meat,en:white-hams,464.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,17.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto cotto scelto light,Carne,plastica,"en:meats,en:prepared-meats,en:hams,en:white-hams,it:prosciutto-cotto",0,0,2.0,"en:e250,en:e316",2.0,b,4.0,Fish Meat Eggs,Processed meat,it:prosciutto-cotto,431.0,1.4,0.5,0.0,0.0,0.0,0.9,0.9,0.0,21.8,1.57480315,0.62992126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto crudo,Carne,plastica,"en:meats,en:prepared-meats,en:hams,en:white-hams,it:prosciutto-cotto",0,0,4.0,"en:e235,en:e250,en:e301,en:e407",5.0,c,4.0,Fish Meat Eggs,Processed meat,it:prosciutto-cotto,621.0,7.0,2.7,0.0,0.0,0.0,0.9,0.9,0.0,20.0,1.69926,0.679704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto origine straniera,Carne,0,"en:meats,en:prepared-meats,en:hams,en:braised-hams",0,0,0.0,0,3.0,c,0.0,Fish Meat Eggs,Processed meat,en:braised-hams,502.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto serrano,Carne,barquette,"en:meats,en:prepared-meats,en:meat-based-products,en:hams,en:cured-ham,en:dried-hams,en:spanish-meat-products,en:serrano-ham",0,0,0.0,0,16.0,d,0.0,Fish Meat Eggs,Processed meat,en:serrano-ham,996.0,12.0,4.8,0.0,0.0,0.0,0.3,0.0,0.0,32.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosciutto spagnolo,Carne,plastica,"en:meats,en:prepared-meats,en:hams",0,en:fish,3.0,"en:e250,en:e252,en:e316",15.0,d,0.0,Fish Meat Eggs,Processed meat,en:hams,894.0,10.0,4.0,0.0,0.0,0.0,0.8,0.8,0.0,30.0,4.30000025,1.7200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provola dolce,Latticini,per-eurospin-italia-spa,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",0,en:milk,0.0,0,14.0,d,3.0,Milk and dairy products,Cheese,en:cheeses,1448.0,28.0,19.0,0.0,0.0,0.0,0.6,0.0,0.0,23.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prugne essiccate e denocciolate,Frutta,"carta,plastica","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,it:prugne",0,0,1.0,en:e202,1.0,b,3.0,Fruits and vegetables,Fruits,it:prugne,1017.0,0.300000012,0.200000003,0.0,0.0,0.0,55.0,39.0,7.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purea di mela fragola e banana,Frutta,"plastica,hdpe","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:fruits","en:organic,en:eu-organic,en:it-bio-007",0,0.0,0,7.0,d,1.0,Fruits and vegetables,Fruits,en:fruits,259.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quadrato al cioccolato,Dolci,plastica,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates",0,"en:milk,en:soybeans",0.0,0,26.0,e,4.0,Sugary snacks,Chocolate products,en:chocolates,2279.0,32.0,19.0,0.0,0.0,0.0,58.0,58.0,0.0,5.6,0.19,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rape rosse pelate,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:turnip",0,0,0.0,0,-8.0,a,1.0,Fruits and vegetables,Vegetables,en:turnip,184.0,0.1,0.02,0.0,0.0,0.0,7.2,0.7,2.3,2.3,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricola,Dolci,"boite,carton","en:snacks,en:sweet-snacks,en:confectioneries,en:candies",fr:mon-choix,0,5.0,"en:e160,en:e330,en:e950,en:e951,en:e953",2.0,b,4.0,Sugary snacks,Sweets,en:candies,990.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricottine,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:ricotta",0,0,0.0,0,2.0,b,0.0,Milk and dairy products,Cheese,en:ricotta,406.0,6.0,4.6,0.0,0.0,0.0,3.7,3.4,0.0,7.0,0.43,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricottine fresche,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:ricotta",0,0,0.0,0,6.0,c,0.0,Milk and dairy products,Cheese,en:ricotta,628.0,12.0,8.8,0.0,0.0,0.0,3.5,3.5,0.0,7.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rio mare linea bio,Pesce,"scatola-di-cartone,scatola-di-latta,lattina","en:canned-foods,en:seafood,en:fishes,en:canned-fishes,en:tunas,en:canned-tunas","en:dolphin-safe,en:fsc,en:sustainable-fishery,en:sustainable-seafood-msc",0,0.0,0,13.0,d,0.0,Fish Meat Eggs,Fish and seafood,en:canned-tunas,1448.0,30.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riso basmati,Pasta e Cereali,"plastica,cartone","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:basmati-rices",0,0,0.0,0,-1.0,a,0.0,Cereals and potatoes,Cereals,en:basmati-rices,1481.0,0.4,0.1,0.0,0.0,0.0,80.4,0.2,1.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riso carnaroli,Pasta e Cereali,container,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices",0,0,0.0,0,0.0,b,0.0,Cereals and potatoes,Cereals,en:rices,1456.0,1.600000024,0.5,0.0,0.0,0.0,75.90000153,0.5,0.0,7.199999809,0.002,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riso integrale,Pasta e Cereali,"plastica,cartoncino","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",0,en:gluten,0.0,0,7.0,c,3.0,Cereals and potatoes,Bread,en:crispbreads,1752.0,9.5,1.1,0.0,5.5,0.0,68.4,2.0,6.8,10.8,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roll con speck,Carne,plastica,"en:meats,en:meat-preparations",0,"en:eggs,en:gluten",4.0,"en:e250,en:e300,en:e301,en:e330",13.0,d,4.0,Fish Meat Eggs,Meat,en:meat-preparations,895.0,15.0,5.4,0.0,0.0,0.0,4.0,1.2,0.0,16.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roll ricoperto e farcito al cacao,Dolci,0,"en:biscuits-and-cakes,en:cakes",0,0,0.0,0,23.0,e,0.0,Sugary snacks,Biscuits and cakes,en:cakes,1636.0,17.0,12.0,0.0,0.0,0.0,54.0,37.0,0.0,5.6,0.38,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rotelle alla liquirizia,Dolci,busta,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:liquorice-candies",0,0,0.0,0,14.0,d,0.0,Sugary snacks,Sweets,en:liquorice-candies,1310.0,1.6,1.2,0.0,0.0,0.0,71.0,39.0,0.4,4.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rustico multicereali,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:rye-breads",0,0,0.0,0,2.0,b,0.0,Cereals and potatoes,Bread,en:rye-breads,958.0,4.900000095,0.800000012,0.0,0.0,0.0,35.0,2.299999952,0.0,7.699999809,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salame felino i.g.p.,Carne,plastica,"en:meats,en:prepared-meats,en:cured-sausages,en:salami",en:pgi,0,3.0,"en:e250,en:e252,en:e301",25.0,e,4.0,Fish Meat Eggs,Processed meat,en:salami,1862.0,37.0,14.6,0.0,0.0,0.0,1.0,0.1,0.0,27.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salame milano,Carne,0,"en:meats,en:prepared-meats,en:cured-sausages,en:salami",0,0,0.0,0,24.0,e,0.0,Fish Meat Eggs,Processed meat,en:salami,1418.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.2,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salame napoli,Carne,0,"en:meats,en:prepared-meats,en:cured-sausages,en:salami","en:no-gluten,en:no-lactose",0,3.0,"en:e250,en:e252,en:e301",23.0,e,4.0,Fish Meat Eggs,Processed meat,en:salami,1490.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salame toscano,Carne,0,"en:meats,en:prepared-meats,en:cured-sausages,en:salami",0,0,0.0,0,24.0,e,0.0,Fish Meat Eggs,Processed meat,en:salami,1402.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salame ungherese,Carne,0,"en:meats,en:prepared-meats,en:cured-sausages,en:salami",0,0,0.0,0,24.0,e,0.0,Fish Meat Eggs,Processed meat,en:salami,1615.0,32.0,12.0,0.0,0.0,0.0,0.9,0.5,0.0,23.0,3.8,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmone affumicato,Pesce,"carta,plastica","en:seafood,en:fishes,en:salmons,en:smoked-fishes,en:smoked-salmons,en:wild-salmons,en:wild-smoked-salmons",0,en:fish,0.0,0,16.0,d,0.0,Fish Meat Eggs,Fish and seafood,en:wild-smoked-salmons,2167.0,2.6,0.6,0.0,0.0,0.0,0.8,0.8,0.0,24.0,2.9,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmone baltico,Pesce,"plastica,carta","en:seafood,en:fishes,en:salmons,en:smoked-fishes,en:salmons-from-farming,en:smoked-salmons,en:salmon-carpaccio",0,0,0.0,0,13.0,d,3.0,Fish Meat Eggs,Fish and seafood,en:salmon-carpaccio,933.0,13.8,1.9,0.0,0.0,0.0,2.8,2.8,0.0,21.8,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa ai 4 formaggi,Salse e condimenti,0,"en:groceries,en:sauces",0,0,0.0,0,14.0,d,0.0,Fat and sauces,Dressings and sauces,en:sauces,665.0,12.1,8.5,0.0,0.0,0.0,5.1,3.2,0.0,7.3,1.26,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa basilico,Salse e condimenti,"bocal-verre,couvercle-metal,gl-70,fe-40,bocal,produkt","en:groceries,en:sauces,en:tomato-sauces,en:tomato-sauces-with-basil,en:food","en:no-gluten,en:green-dot",0,0.0,0,-2.0,a,4.0,Fat and sauces,Dressings and sauces,en:food,268.0,2.6,0.3,0.0,0.0,0.0,7.6,5.9,1.9,1.6,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa boscaiola,Salse e condimenti,0,"en:groceries,en:sauces",0,0,0.0,0,24.0,e,0.0,Fat and sauces,Dressings and sauces,en:sauces,2782.0,73.0,8.1,0.0,0.0,0.0,0.9,0.0,0.0,1.3,1.9,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa burger,Salse e condimenti,0,"en:groceries,en:sauces,en:burger-sauces",0,0,0.0,0,20.0,e,0.0,Fat and sauces,Dressings and sauces,en:burger-sauces,2213.0,54.0,6.4,0.0,0.0,0.0,10.0,5.9,0.0,1.4,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa cipolla bbq,Salse e condimenti,0,"en:groceries,en:sauces,en:barbecue-sauces",0,0,0.0,0,12.0,d,0.0,Fat and sauces,Dressings and sauces,en:barbecue-sauces,485.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,9.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa cocktail,Salse e condimenti,0,"en:groceries,en:sauces,en:cocktail-sauces",en:no-gluten,0,0.0,0,13.0,d,0.0,Fat and sauces,Dressings and sauces,en:cocktail-sauces,2335.0,58.7,7.2,0.0,0.0,0.0,5.9,4.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa dressing,Salse e condimenti,0,"en:groceries,en:sauces,en:salad-dressings,fr:sauces-caesar",0,0,0.0,0,18.0,d,0.0,Fat and sauces,Dressings and sauces,fr:sauces-caesar,1469.0,34.4,3.1,0.0,0.0,0.0,7.6,5.9,0.0,2.2,2.4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa funghi porcini,Salse e condimenti,0,"en:groceries,en:sauces,en:mushroom-sauces",0,0,0.0,0,22.0,e,0.0,Fat and sauces,Dressings and sauces,en:mushroom-sauces,2787.0,73.0,7.2,0.0,0.0,0.0,1.5,0.0,0.0,1.5,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa marinara,Salse e condimenti,0,"en:groceries,en:sauces,en:tomato-sauces",0,0,1.0,en:e330,3.0,c,3.0,Fat and sauces,Dressings and sauces,en:tomato-sauces,481.0,8.8,1.1,0.0,0.0,0.0,6.2,5.1,0.3,2.7,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa pesto alla genovese,Salse e condimenti,"70-gl,40-fe","en:groceries,en:sauces,en:pasta-sauces,en:pestos,en:green-pestos","en:no-gluten,en:green-dot,en:made-in-italy,en:pdo","en:eggs,en:milk,en:nuts",1.0,en:e270,16.0,d,4.0,Fat and sauces,Dressings and sauces,en:green-pestos,1989.0,46.0,5.3,0.0,0.0,0.0,9.8,5.5,5.0,4.7,3.25,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa piccante,Salse e condimenti,product,"en:groceries,en:sauces,en:tomato-sauces,en:pimented-tomato-sauces",0,0,1.0,en:e14xx,10.0,c,4.0,Fat and sauces,Dressings and sauces,en:pimented-tomato-sauces,180.0,0.1,0.1,0.0,0.0,0.0,8.5,4.5,0.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salsa pomodoro arrabbiata,Salse e condimenti,pot,"en:groceries,en:sauces,en:pasta-sauces,en:tomato-sauces,en:arrabbiata-sauces",0,0,0.0,0,0.0,b,3.0,Fat and sauces,Dressings and sauces,en:arrabbiata-sauces,213.0,2.1,0.3,0.0,0.0,0.0,5.9,5.3,0.0,1.3,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
