product_name,categoria,packaging_tags,categories_tags,labels_tags,allergens_tags,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,energy_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-d_100g,vitamin-e_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,pantothenic-acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,iodine_100g
acciuga,Pesce,0,"en:seafood,en:fishes,en:meals,en:meals-with-fish,en:meals-with-salmon,en:salmons",0,0,0.0,0,5.0,c,0.0,Composite foods,One-dish meals,en:salmons,1134.0,21.8,3.2,0.0,0.0,0.0,0.6,0.6,0.0,18.2,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aequilibrium bresaola di tacchino,Carne,plastica,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola",en:gluten-free,0,3.0,"en:e250,en:e252,en:e301",12.0,d,4.0,Fish Meat Eggs,Meat,en:bresaola,751.0,1.7,0.6,0.0,0.0,0.0,2.5,2.2,0.0,38.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
affettati mix,Carne,plastica,"en:meats,en:prepared-meats,en:hams,en:white-hams",0,0,2.0,"en:e250,en:e301",5.0,c,4.0,Fish Meat Eggs,Processed meat,en:white-hams,498.0,5.0,1.2,0.0,0.0,0.0,0.5,0.5,0.0,18.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albicocca,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:figs",en:organic,0,0.0,0,1.0,b,1.0,Fruits and vegetables,Fruits,en:figs,1162.0,1.3,0.2,0.3,0.6,0.0,55.0,55.0,13.0,3.5,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albicocca ricoperta di cioccolato extra fondente,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:apricots",0,0,0.0,0,2.0,b,0.0,Fruits and vegetables,Fruits,en:apricots,1293.0,3.6,1.9,0.0,0.0,0.0,62.0,52.7,7.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albicocche,Frutta,film-plastique,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:fruits,en:dried-plant-based-foods,en:dried-fruits,en:french-fruits,en:dried-prunes,fr:pruneaux-d-agen,fr:aliments-a-base-de-plantes-seches","en:certified-by-qualisud,en:no-preservatives,en:pgi",0,0.0,0,0.0,b,0.0,Fruits and vegetables,Dried fruits,fr:aliments-a-base-de-plantes-seches,803.0,0.3,0.1,0.0,0.0,0.0,43.2,38.1,5.2,1.5,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alici in olio di oliva,Pesce,"alu-41,gl-70","en:seafood,en:fishes,en:anchovy,en:fish-fillets,en:anchovy-fillets,en:anchovy-fillets-in-oil",en:sustainable-fishery,0,0.0,0,13.0,d,3.0,Fish Meat Eggs,Fish and seafood,en:anchovy-fillets-in-oil,855.0,10.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.5,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alici intere con peperoncino di calabria,Pesce,vetro,"en:snacks,en:canned-foods,en:salty-snacks,en:seafood,en:fishes,en:meals,en:canned-fishes,en:starters",en:made-in-italy,en:fish,0.0,0,5.0,c,3.0,Composite foods,One-dish meals,en:starters,879.0,12.0,4.5,0.0,0.0,0.0,2.0,0.0,0.0,22.0,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alici panate,Pesce,0,"en:seafood,en:fishes,en:frozen-foods,en:frozen-seafood,en:frozen-fishes",0,en:gluten,0.0,0,0.0,b,3.0,Fish Meat Eggs,Fish and seafood,en:frozen-fishes,1046.0,7.1,1.0,0.0,0.0,0.0,33.0,2.3,1.2,13.0,0.85,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amido di mais,Pasta e Cereali,scatola,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:starches,en:cereal-starches,en:corn-starch",en:gluten-free,0,0.0,0,3.0,c,3.0,Cereals and potatoes,Cereals,en:corn-starch,1487.0,0.5,0.1,0.0,0.0,0.0,86.0,0.0,1.0,0.5,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anacardi arachidi,Oli e noccioline,"kunststoff,7-opp-petmet-pe,tute-n,sachet","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:nuts-and-their-products,en:dried-products,en:nuts,en:dried-plant-based-foods,en:dried-fruits,en:dried-mixed-fruits",0,0,0.0,0,2.0,b,3.0,Fruits and vegetables,Dried fruits,en:dried-mixed-fruits,1959.0,24.1,4.7,0.0,0.0,0.0,50.6,39.1,5.1,9.8,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anacardi naturali biologici,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts","en:organic,en:eu-organic,en:it-bio-009",0,0.0,0,2.0,b,0.0,Salty snacks,Nuts,en:cashew-nuts,2435.0,44.0,7.8,0.0,0.0,0.0,27.0,5.9,3.3,18.0,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anacardi tostati e salati,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:salty-snacks,en:nuts-and-their-products,en:nuts,en:roasted-nuts,en:salted-nuts,en:cashew-nuts,en:roasted-cashew-nuts,en:salted-cashews",0,0,0.0,0,8.0,c,0.0,Salty snacks,Nuts,en:salted-cashews,2561.0,46.0,9.0,0.0,0.0,0.0,33.0,0.5,3.0,15.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anacardo,Oli e noccioline,"en-mixed-plastic-packet,7-opp-petmet-pe","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts","en:green-dot,en:made-in-germany",0,0.0,0,3.0,c,1.0,Salty snacks,Nuts,en:cashew-nuts,2486.0,47.0,9.2,0.0,0.0,0.0,23.1,7.7,4.3,18.8,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ananas mix melone,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:pineapple","en:organic,en:eu-organic,en:no-added-sugar",0,0.0,0,-3.0,a,0.0,Fruits and vegetables,Fruits,en:pineapple,234.0,0.0,0.0,0.0,0.0,0.0,14.0,9.800000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antipasto di verdure in olio di oliva,Verdura,"vetro,metallo,gl-70,fe-40","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,it:verdure-sott-olio",en:no-gluten,0,2.0,"en:e300,en:e330",6.0,c,4.0,Fruits and vegetables,Vegetables,it:verdure-sott-olio,378.0,8.8,1.4,0.0,0.0,0.0,1.0,0.2,1.5,1.4,2.3,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arachidi jumbo,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fruits-and-vegetables-based-foods,en:legumes,en:fruits-based-foods,en:nuts-and-their-products,en:dried-products,en:nuts,en:dried-plant-based-foods,en:dried-fruits,en:peanuts",0,0,0.0,0,0.0,b,0.0,Fruits and vegetables,Dried fruits,en:peanuts,2586.0,50.0,7.1,0.0,0.0,0.0,11.0,5.0,6.1,28.0,0.055,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arancia,Frutta,"fr-point-vert,fr-barquette-plastique,boite","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:fruits,en:dried-plant-based-foods,en:dried-fruits,en:dates,en:medjool-dates",0,0,0.0,0,7.0,c,1.0,Fruits and vegetables,Dried fruits,en:medjool-dates,1293.0,0.3,0.0,0.0,0.0,0.0,70.3,60.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aringa,Pesce,latta,"en:canned-foods,en:seafood,en:fishes,en:meals,en:herring,en:meals-with-fish",0,0,0.0,0,3.0,c,4.0,Composite foods,One-dish meals,en:meals-with-fish,929.0,17.4,2.9,0.0,0.0,0.0,3.8,3.4,0.0,11.8,0.98,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrosto di fesa di tacchino,Carne,plastica,"en:meats,en:meat-preparations,en:poultries,en:turkeys,en:turkey-preparations,it:fesa-di-tacchino",en:no-gluten,0,1.0,en:e301,8.0,c,4.0,Fish Meat Eggs,Meat,it:fesa-di-tacchino,410.0,1.0,0.3,0.0,0.0,0.0,3.2,0.6,0.0,3.7,2.1,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asiago,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts",0,0,0.0,0,-1.0,a,0.0,Milk and dairy products,Milk and yogurt,en:yogurts,473.0,2.7,1.0,0.0,0.0,0.0,15.0,11.0,1.8,6.1,0.16,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparago,Verdura,"tube,metal","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomato-pastes","en:organic,en:eu-organic,en:it-bio-006",0,0.0,0,-3.0,a,1.0,Fruits and vegetables,Vegetables,en:tomato-pastes,393.0,0.4,0.1,0.0,0.0,0.0,14.7,14.7,0.0,5.4,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits",en:pgi,0,0.0,0,-2.0,a,1.0,Fruits and vegetables,Fruits,en:fruits,2778.0,62.0,5.5,0.0,0.0,0.0,7.300000191,4.199999809,8.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baccalà,Pesce,plastica,"en:seafood,en:fishes,en:cods",0,en:fish,2.0,"en:e451,en:e452",2.0,b,4.0,Fish Meat Eggs,Fish and seafood,en:cods,407.0,0.8,0.1,0.0,0.0,0.0,0.4,0.1,0.0,21.8,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banana stick,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:fruits-and-vegetables-based-foods,en:sweet-snacks,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:bananas,it:frutta-disidratata",0,0,0.0,0,1.0,b,3.0,Fruits and vegetables,Fruits,it:frutta-disidratata,1446.0,0.3,0.2,0.0,0.0,0.0,89.0,57.0,6.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banane biologiche,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:bananas",0,0,0.0,0,-3.0,a,0.0,Fruits and vegetables,Fruits,en:bananas,305.0,0.3,0.0,0.0,0.0,0.0,15.4,12.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barbabietola,Verdura,"lattina,metallo","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:beet,en:canned-beet","en:no-preservatives,en:nutriscore,en:nutriscore-grade-a",0,0.0,0,-4.0,a,3.0,Fruits and vegetables,Vegetables,en:canned-beet,174.0,0.3,0.1,0.0,0.0,0.0,7.3,7.3,2.3,1.2,0.66,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barrete mais,Pasta e Cereali,"carton,sachet,plastique,boite,fr-etui-en-carton,fr-film-en-plastique","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals","en:green-dot,en:nutriscore,en:nutriscore-grade-a,fr:triman","en:gluten,en:oats",2.0,"en:e306,en:e471",-1.0,a,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,1557.0,1.8,0.6,0.0,0.0,0.0,75.0,11.0,7.6,9.4,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0013,0.013,0.0011,0.000153,0.0,0.0052,0.0,0.637,0.0,0.013,0.0,0.0,0.0
barrette alla mela,Dolci,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:fruits-and-vegetables-based-foods,en:sweet-snacks,en:fruits-based-foods,en:bars,en:fruits",0,en:sulphur-dioxide-and-sulphites,1.0,en:e220,3.0,c,3.0,Sugary snacks,Biscuits and cakes,en:fruits,1205.0,0.4,0.1,0.0,0.0,0.0,68.0,67.8,10.4,1.6,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barrette avena,Pasta e Cereali,"karton,kunststoff","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:mueslis-with-chocolate","en:low-or-no-sugar,en:low-sugar,en:reduced-sugar,en:sustainable-farming,en:30-less-sugar,en:high-fibres,en:no-flavors,en:no-soy,en:utz-certified,en:utz-certified-cocoa","en:gluten,en:milk",1.0,en:e322,0.0,b,4.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-chocolate,1672.0,11.0,4.5,0.0,0.0,0.0,58.0,13.0,11.0,11.0,0.22,0.088,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.005,0.146,0.0026,0.0
barrette cereali,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",0,0,0.0,0,5.0,c,0.0,Cereals and potatoes,Cereals,en:cereals-and-their-products,1552.0,3.2,0.5,0.0,0.0,0.0,69.0,14.0,0.0,12.0,0.78,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bastoncini di totano,Pesce,carta,"en:seafood,en:fishes,en:fish-preparations,en:breaded-products,en:breaded-fish",en:sustainable-fishery,0,0.0,0,1.0,b,0.0,Fish Meat Eggs,Fish and seafood,en:breaded-fish,866.0,7.0,0.6,0.0,0.0,0.0,24.0,2.7,0.0,12.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bastoncini surimi,Pesce,0,"en:seafood,en:fishes,en:meals,en:fish-preparations,en:meals-with-fish,en:surimi,en:preparations-made-from-fish-meat",0,0,0.0,0,4.0,c,0.0,Composite foods,One-dish meals,en:preparations-made-from-fish-meat,492.0,4.6,0.5,0.0,0.0,0.0,12.0,3.0,0.5,6.9,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbq piccante,Salse e condimenti,0,"en:groceries,en:sauces,en:barbecue-sauces",0,0,0.0,0,18.0,d,0.0,Fat and sauces,Dressings and sauces,en:barbecue-sauces,682.0,0.5,0.1,0.0,0.0,0.0,38.0,34.0,0.0,0.7,2.1,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbq salsa,Salse e condimenti,0,"en:groceries,en:sauces,en:barbecue-sauces",0,0,0.0,0,17.0,d,0.0,Fat and sauces,Dressings and sauces,en:barbecue-sauces,548.0,0.100000001,0.0,0.0,0.0,0.0,31.29999924,27.29999924,0.5,1.0,3.1,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
besciamella uht,Salse e condimenti,0,"en:groceries,en:sauces,en:bechamel-sauces",0,0,0.0,0,11.0,d,0.0,Fat and sauces,Dressings and sauces,en:bechamel-sauces,669.0,11.1,7.4,0.0,0.0,0.0,11.4,4.0,0.0,3.5,0.84,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bietole,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables",en:made-in-italy,0,0.0,0,-10.0,a,3.0,fruits-and-vegetables,vegetables,en:frozen-vegetables,288.0,3.2,0.4,0.0,0.0,0.0,5.7,5.5,5.1,1.9,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bietoline porzionate,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fruits-and-vegetables-based-foods,en:legumes,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables,en:leaf-vegetables",0,0,0.0,0,-8.0,a,0.0,fruits-and-vegetables,vegetables,en:leaf-vegetables,180.0,0.2,0.1,0.0,0.0,0.0,6.0,0.6,3.2,2.8,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio croccanti risette,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:puffed-cereal-cakes,en:puffed-multigrain-cakes","en:organic,en:gluten-free",en:soybeans,0.0,0,1.0,b,3.0,Cereals and potatoes,Cereals,en:puffed-multigrain-cakes,1573.0,1.4,0.5,0.0,0.0,0.0,81.2,0.1,0.0,9.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio fette biscottate integrali farro,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:toasts,en:wheat-rusk-slices","en:organic,en:eu-organic,en:it-bio-006",0,1.0,en:e300,-2.0,a,4.0,Cereals and potatoes,Bread,en:wheat-rusk-slices,1625.0,5.6,0.6,0.0,0.0,0.0,65.0,1.5,9.4,14.0,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio fiocchi di avena,Pasta e Cereali,"plastica,pp-05","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:flakes,en:cereal-flakes,en:avena","en:organic,en:vegetarian,en:eu-organic,en:vegan,en:it-bio-014",0,0.0,0,-5.0,a,0.0,Cereals and potatoes,Breakfast cereals,en:avena,1519.0,7.0,1.3,0.0,0.0,0.0,57.4,1.4,11.6,11.8,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscotti ai cereali,Pasta e Cereali,"carton,sachet,plastique","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals",en:made-in-germany,en:gluten,0.0,0,1.0,b,4.0,Cereals and potatoes,Breakfast cereals,en:chocolate-cereals,1644.0,2.9,0.7,0.0,0.0,0.0,80.6,21.9,6.1,8.0,0.62,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscotti di farro bio,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:breads,en:crispbreads","en:green-dot,en:no-palm-oil",0,0.0,0,-1.0,a,3.0,Cereals and potatoes,Bread,en:crispbreads,1628.0,5.8,0.8,0.0,0.0,0.0,72.0,14.0,4.2,9.7,0.24,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscotto salute,Pasta e Cereali,"plastica,carta","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads","en:made-in-italy,en:no-palm-oil",0,0.0,0,7.0,c,4.0,Cereals and potatoes,Bread,en:crispbreads,1795.0,10.0,1.1,0.0,0.0,0.0,74.0,20.0,4.0,9.5,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bistecca di merluzzo grigliata olio extra vergine,Pesce,"cartone,c-pap81","en:seafood,en:fishes,en:frozen-foods,en:frozen-seafood,en:frozen-fishes","en:fsc,en:fsc-mix,en:no-colorings,en:no-flavors,en:no-flavour-enhancer,en:sustainable-fishery,en:sustainable-seafood-msc",0,0.0,0,0.0,b,3.0,Fish Meat Eggs,Fish and seafood,en:frozen-fishes,464.0,5.5,1.5,0.0,0.0,0.0,0.1,0.0,0.0,15.2,0.71,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bistecchine di mare,Pesce,"plastica,carta","en:seafood,en:fishes,en:fish-preparations",0,"en:fish,en:gluten",0.0,0,2.0,b,3.0,Fish Meat Eggs,Fish and seafood,en:fish-preparations,979.0,10.7,1.2,0.0,0.0,0.0,23.5,1.3,0.0,10.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bistecchine di mare impanate,Pesce,0,"en:seafood,en:fishes,en:frozen-foods,en:frozen-seafood,en:frozen-fishes",0,"en:celery,en:fish,en:gluten,en:milk,en:mustard",2.0,"en:e339,en:e451",3.0,c,4.0,Fish Meat Eggs,Fish and seafood,en:frozen-fishes,1054.0,13.5,1.9,0.0,0.0,0.0,19.5,0.5,1.2,12.4,1.31,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bocconcini grana padano,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:grana-padano",0,0,0.0,0,15.0,d,0.0,Milk and dairy products,Cheese,en:grana-padano,1623.0,28.4,17.7,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bocconcini merluzzo dalla norvegia,Pesce,carta,"en:seafood,en:fishes,en:frozen-foods,en:fish-fillets,en:frozen-seafood,en:cods,en:frozen-fishes,en:cod-fillets",0,en:gluten,0.0,0,0.0,b,3.0,Fish Meat Eggs,Fish and seafood,en:cod-fillets,832.0,6.6,0.8,0.0,0.0,0.0,19.9,0.3,1.0,14.2,0.99,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bocconcini tacchino,Carne,0,"en:meats,en:frozen-foods,en:meat-preparations,en:poultries,en:breaded-products,en:chickens,en:cooked-poultries,en:chicken-preparations,en:cooked-chicken,en:poultry-nuggets,en:breaded-chicken,en:chicken-nuggets",0,"en:gluten,en:milk",1.0,en:e301,12.0,d,4.0,Fish Meat Eggs,Meat,en:chicken-nuggets,883.0,9.699999809,1.399999976,0.0,0.0,0.0,16.0,0.5,0.0,15.0,2.099999905,0.839999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
